Ticker,Name,Type,Platform,Currency,Status,Backtest State,Price,Target Price,Prudent Target,Prudent Upside %,Target Status,Priority,Priority Score,Opportunity Score,1D %,Golden,Silver,Silver Window,Breakout Level,Entry Zone,Zone Edge,Zone Win Rate %,Weekly RSI,Daily RSI,Weekly MACD Slope,Daily MACD Slope,Drawdown Overshoot,Blocker,Trades,Win Rate %,Win Rate last 3 Years,Median Return %,Compounded Return %,Latest Exit Reason,Strategy Used,Cycle Age %,Cycle Stage,Cycle Win Rate 3Y,Cycle Confidence %,Cycle Median Return 3Y,Cycle Edge
TEF.MC,Telefonica,stock,Revolut,Euro,BUY,IN_POS,3.85,4.79,4.60,19.3%,Moderate,⭐,54,54,1.26%,ON,VALID,OPEN,,Extended,1,77.8%,52.5,63.9,0.027,0.009,,,64,70.3%,100.0%,3.22%,904.83%,BACKTEST_END,S8_DI_GUARD,64%,Mature,100.0%,65.0%,5.37%,Mid OK
WDH1.HA,Dermant AS,stock,Revolut,Euro,BUY,IN_POS,26.10,33.70,32.35,24.0%,Attractive,⭐⭐⭐,85,85,0.62%,ON,VALID,OPEN,,Normal Range,2,100.0%,42.8,58.2,0.120,0.116,,,9,66.7%,66.7%,1.14%,31.39%,BACKTEST_END,S1_FAST,19%,Fresh,80.0%,80.0%,1.14%,Early Edge
XMEU.DE,Xtrackers MSCI Europe UCITS ETF 1C,etf,Revolut,Euro,BUY,BUY,106.04,,,,No Target,⭐⭐⭐,10,10,,,BUY,,,ETF Pullback,,80.7%,,42.1,,-0.146,2.07x [moderate],,62,80.7%,80.7%,15.12%,13.18%,"drawdown_macd_turn, rsi14=42.07, rsi_sup=56.77, dd20=0.046, dd_th=0.022, bullish_day, macd_improving, buy_window_open",,,,,,,
CRM,Salesforce Inc,stock,Revolut,USD,BLOCKED,ARMED,187.18,194.00,186.24,-0.5%,Above Target,⭐,56,56,0.50%,ON,VALID,OFF,188.50,Lower Quartile,2,81.2%,38.2,44.7,0.477,0.247,,Lower-low still forming (price still breaking down),64,76.6%,60.0%,4.04%,9517.72%,TRAILING_STOP,S11_VOLATILE_FAST,19%,Fresh,62.5%,62.5%,6.01%,Mid OK
PUIG.MC,Puig Brands,stock,Revolut,Euro,BLOCKED,IN_POS,17.50,21.91,21.03,20.2%,Attractive,⭐⭐⭐,95,95,0.98%,ON,VALID,OFF,,Limited history,0,,63.9,65.2,0.058,0.013,,Lower-low still forming (price still breaking down),2,100.0%,100.0%,10.13%,21.26%,BACKTEST_END,S0_BASE,11%,Fresh,100.0%,100.0%,10.13%,Early Edge
SAN.PA,SAN,stock,Revolut,Euro,BLOCKED,IN_POS,82.58,115.90,111.26,34.7%,Attractive,⭐⭐⭐,95,95,-0.35%,ON,VALID,OPEN,,Extended,1,72.7%,51.1,64.7,0.347,0.118,,Lower-low still forming (price still breaking down),66,77.3%,75.0%,2.77%,1696.91%,BACKTEST_END,S1_FAST,16%,Fresh,100.0%,100.0%,8.33%,Early Edge
SCR.PA,SCOR SE,stock,Revolut,Euro,BLOCKED,IN_POS,30.92,3.36,3.23,-89.6%,Above Target,,16,16,0.78%,ON,VALID,OPEN,,Upper Quartile,0,60.0%,60.4,59.5,0.077,0.017,,Lower-low still forming (price still breaking down),47,57.4%,75.0%,2.34%,1826.56%,BACKTEST_END,S5_COMBO_BUF,222%,Late,75.0%,15.0%,14.00%,Exhausted
VUAA.MI,Vanguard S&P 500 UCITS ETF USD Accumulation,etf,Revolut,Euro,IN_POS,WAIT,126.63,,,,No Target,⭐⭐,6,6,,,NO,,,ETF Pullback,,81.8%,,79.5,,0.860,0.0x [mild],"drawdown_macd_turn, rsi14=79.46, rsi_sup=58.92, dd20=0.000, dd_th=0.020, bullish_day, macd_improving",26,81.8%,81.8%,13.82%,15.96%,"drawdown_macd_turn, rsi14=79.46, rsi_sup=58.92, dd20=0.000, dd_th=0.020, bullish_day, macd_improving",,,,,,,
AKE.PA,Arkema,stock,Revolut,Euro,WATCH,IN_POS,58.10,62.11,59.63,2.6%,Near Target,,39,39,-1.61%,ON,NO,OPEN,,Normal Range,1,72.4%,52.7,55.7,0.241,0.115,,,59,69.5%,64.3%,2.04%,2456.72%,BACKTEST_END,S1_FAST,39%,Mid,51.4%,43.7%,1.08%,Mid OK
BPCR.L,Quilter,stock,Moneybase,GBP,WATCH,IN_POS,0.93,2.22,2.13,129.2%,Attractive,,19,19,-1.06%,ON,NO,OFF,,Lower Quartile,-2,20.0%,53.7,47.3,-0.001,-0.001,,,17,41.2%,50.0%,-0.90%,5.23%,BACKTEST_END,S5_COMBO,51%,Mature,40.0%,26.0%,-0.51%,Late Risk
EVK.DE,Evonik,stock,Revolut,Euro,WATCH,IN_POS,16.36,8.35,8.02,-51.0%,Above Target,,39,39,-2.33%,ON,NO,OFF,,Extended,0,66.7%,60.8,66.5,0.172,0.037,,,49,71.4%,71.4%,4.40%,1312.13%,BACKTEST_END,S1_FAST,64%,Mature,57.1%,37.1%,4.72%,Mid OK
IHG.L,3I Group,stock,Moneybase,GBP,WATCH,WATCH,1.34,31.74,30.47,2169.7%,Attractive,⭐⭐,66,66,1.21%,ON,NO,OPEN,,Lower Quartile,0,68.8%,51.5,52.8,0.144,0.338,,,61,73.8%,69.2%,2.80%,3876.21%,TRAILING_STOP,S8_DI_GUARD_BUF,11%,Fresh,66.7%,66.7%,2.25%,Mid OK
INTU,Intuit,stock,Revolut,USD,WATCH,WATCH,422.48,619.95,595.15,40.9%,Attractive,⭐⭐⭐,87,87,-0.80%,ON,NO,OFF,,Lower Quartile,1,61.5%,37.5,43.3,1.446,-0.530,,,50,80.0%,61.5%,6.22%,4530.13%,HARD_STOP_FROM_ENTRY,S1_FAST,9%,Fresh,77.8%,77.8%,5.03%,Early Edge
REP.MC,Repsol,stock,Revolut,Euro,WATCH,IN_POS,24.27,29.61,28.43,17.1%,Moderate,,38,38,3.90%,ON,NO,OFF,,Upper Quartile,0,66.7%,84.4,63.7,0.181,-0.041,,,44,61.4%,70.0%,4.17%,2259.21%,BACKTEST_END,S3_HOLD16,194%,Late,70.0%,14.0%,11.54%,Exhausted
1ZAL.MI,Zalando SE,stock,Revolut,Euro,WAIT,WAIT,20.45,34.82,33.43,63.5%,Attractive,⭐,51,51,0.00%,OFF,NO,OFF,,Limited history,0,,42.1,42.9,-0.004,-0.023,,,3,100.0%,100.0%,5.04%,17.27%,HARD_STOP_FROM_ENTRY,S0_BASE,60%,Mature,100.0%,65.0%,5.04%,Mid OK
AAPL,Apple,stock,Revolut,USD,WAIT,WAIT,255.92,14.87,14.28,-94.4%,Above Target,,30,30,0.11%,OFF,VALID,OFF,,Lower Quartile,2,80.0%,50.2,50.3,0.304,0.478,,,39,71.8%,54.5%,10.86%,10172.02%,TRAILING_STOP,S3_HOLD16,75%,Mature,52.7%,21.1%,1.90%,Mid OK
ADBE,Adobe,stock,Revolut,USD,WAIT,WAIT,242.92,387.28,371.79,53.0%,Attractive,⭐,46,46,0.64%,OFF,VALID,OFF,,Lower Quartile,2,90.0%,32.6,40.1,-0.099,0.484,,Strong downtrend (ADX high & rising; -DI dominant),40,80.0%,81.8%,5.06%,1836.03%,TRAILING_STOP,S0_BASE,70%,Mature,89.1%,57.9%,3.05%,Mid OK
AMP.MI,Amplifon,stock,Revolut,Euro,WAIT,WAIT,9.14,13.81,13.26,45.1%,Attractive,,20,20,-1.89%,OFF,NO,OFF,,Lower Quartile,1,78.6%,24.9,35.8,-0.084,0.053,,Lower-low still forming (price still breaking down),55,83.6%,70.0%,4.55%,5155.94%,HARD_STOP_FROM_ENTRY,S1_FAST,319%,Late,70.0%,14.0%,0.99%,Exhausted
AMS.MC,Amadeus,stock,Revolut,Euro,WAIT,WAIT,49.54,65.74,63.11,27.4%,Attractive,,30,30,0.47%,OFF,VALID,OFF,,Lower Quartile,1,72.7%,33.1,44.1,0.005,0.048,,Lower-low still forming (price still breaking down),41,75.6%,71.4%,4.67%,1081.57%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S5_COMBO_BUF,114%,Late,71.4%,14.3%,9.59%,Exhausted
BKNG,Booking,stock,Revolut,USD,WAIT,WAIT,4194.31,5066.00,4863.36,16.0%,Moderate,⭐,53,53,0.23%,OFF,VALID,OFF,,Lower Quartile,0,61.5%,40.0,45.0,1.640,2.165,,,50,62.0%,75.0%,2.86%,4468.44%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S2_HOLD12,71%,Mature,80.0%,32.0%,8.52%,Mid OK
BRE.MI,Freni Brembo,stock,Revolut,Euro,WAIT,WAIT,8.23,10.37,9.96,21.0%,Attractive,,30,30,-1.73%,OFF,VALID,OFF,,Lower Quartile,2,83.3%,40.0,41.5,-0.066,0.034,,,47,80.9%,70.0%,6.29%,9948.32%,TRAILING_STOP,S3_HOLD16_BUF,195%,Late,70.0%,14.0%,8.36%,Exhausted
CAP.PA,CAP,stock,Revolut,Euro,WAIT,WAIT,102.85,156.16,149.91,45.8%,Attractive,,16,16,1.23%,OFF,VALID,OFF,,Lower Quartile,0,60.0%,36.8,48.2,-0.114,0.462,,,38,76.3%,60.0%,3.07%,1385.70%,RSI_BAND_DROP,S5_COMBO,295%,Late,60.0%,12.0%,1.78%,Exhausted
CTEC.L,BioPharma Credit,stock,Moneybase,GBP,WAIT,WAIT,2.20,0.91,0.87,-60.3%,Above Target,,38,38,0.18%,OFF,VALID,OFF,,Lower Quartile,2,80.0%,41.7,41.4,-0.721,0.110,,,18,88.9%,90.0%,3.05%,340.50%,HARD_STOP_FROM_ENTRY,S2_HOLD12,70%,Mature,92.0%,59.8%,2.73%,Mid OK
DLG.MI,De Longhi,stock,Revolut,Euro,WAIT,WAIT,31.50,37.54,36.04,14.4%,Moderate,,20,20,0.51%,OFF,VALID,OFF,,Lower Quartile,2,91.7%,42.0,43.7,-0.264,0.203,,,48,72.9%,70.0%,4.54%,8335.37%,TRAILING_STOP,S1_FAST,314%,Late,56.0%,11.2%,1.89%,Exhausted
DSY.PA,DSY,stock,Revolut,Euro,WAIT,WAIT,17.62,25.75,24.72,40.3%,Attractive,,20,20,0.57%,OFF,VALID,OFF,,Lower Quartile,1,83.3%,29.9,46.4,0.038,0.068,,,48,81.2%,75.0%,5.09%,2334.77%,TRAILING_STOP,S1_FAST,291%,Late,75.0%,15.0%,2.99%,Exhausted
DTE.DE,Deutsche Telekom AG,stock,Revolut,Euro,WAIT,WAIT,31.84,39.02,37.46,17.6%,Moderate,,24,24,-0.34%,OFF,NO,OFF,,Lower Quartile,2,87.5%,52.2,47.3,-0.097,-0.032,,,64,73.4%,84.6%,3.08%,3138.51%,TRAILING_STOP,S1_FAST,213%,Late,84.6%,16.9%,5.38%,Exhausted
DWS.DE,DWS Group GmbH & Co. KGaA,stock,Revolut,Euro,WAIT,WAIT,56.60,65.94,63.30,11.8%,Moderate,,15,15,4.14%,OFF,VALID,OFF,,Lower Quartile,2,100.0%,50.0,54.5,-0.128,0.260,,,19,84.2%,100.0%,12.69%,691.30%,TRAILING_STOP,S0_BASE,183%,Late,100.0%,20.0%,13.91%,Exhausted
EMG.L,Man Group,stock,Moneybase,GBP,WAIT,WAIT,2.56,3.18,3.05,19.1%,Moderate,,28,28,-2.06%,OFF,VALID,OFF,,Normal Range,2,76.0%,55.7,51.5,-0.562,0.496,,Volatility still expanding on down closes (ATR rising),51,74.5%,72.7%,2.49%,3592.13%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND,S6_TIGHT,580%,Late,72.7%,14.5%,1.65%,Exhausted
FDR.MC,Fluidra,stock,Revolut,Euro,WAIT,WAIT,20.24,24.71,23.72,17.2%,Moderate,,34,34,-0.88%,OFF,VALID,OFF,,Lower Quartile,0,66.7%,38.4,42.6,-0.096,0.074,,,36,66.7%,81.8%,4.57%,2800.76%,HARD_STOP_FROM_ENTRY,S4_WIDEATR,84%,Late,81.8%,32.7%,5.04%,Late Risk
FME.DE,Fresenius Medical Care,stock,Revolut,Euro,WAIT,WAIT,38.59,54.22,52.05,34.9%,Attractive,,20,20,0.05%,OFF,NO,OFF,,Lower Quartile,1,80.0%,42.0,46.3,0.022,0.011,,,38,68.4%,71.4%,2.30%,430.53%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S5_COMBO,101%,Late,71.4%,14.3%,2.95%,Exhausted
FRA.DE,Fuchs Petrolub,stock,Revolut,Euro,WAIT,WAIT,77.10,46.61,44.75,-42.0%,Above Target,,13,13,3.91%,OFF,VALID,OFF,,Lower Quartile,1,75.0%,53.2,53.1,-0.073,0.262,,,47,74.5%,81.8%,3.49%,1799.24%,TRAILING_STOP,S3_HOLD16_BUF,180%,Late,81.8%,16.4%,5.60%,Exhausted
HEN3.DE,Henkel VZO,stock,Revolut,Euro,WAIT,WAIT,66.12,84.24,80.87,22.3%,Attractive,,25,25,-0.27%,OFF,NO,OFF,,Lower Quartile,-1,41.7%,36.7,25.7,-0.653,0.055,,Lower-low still forming (price still breaking down),45,66.7%,77.8%,2.70%,649.39%,TRAILING_STOP,S4_WIDEATR,157%,Late,77.8%,15.6%,4.88%,Exhausted
HTWS.L,Harbour Energy,stock,Moneybase,GBP,WAIT,WAIT,1.89,3.68,3.53,87.1%,Attractive,,21,21,1.40%,OFF,VALID,OFF,,Normal Range,2,83.3%,63.3,57.7,-0.020,0.922,,,12,83.3%,85.7%,7.86%,294.56%,RSI_BAND_DROP,S12_RECOVERY,439%,Late,88.6%,17.7%,8.39%,Exhausted
HYQ.DE,Hypoport SE,stock,Revolut,Euro,WAIT,WAIT,72.40,117.04,112.36,55.2%,Attractive,,20,20,2.12%,OFF,VALID,OFF,,Lower Quartile,1,66.7%,30.3,35.8,0.142,0.100,,,57,75.4%,72.7%,7.34%,157260.67%,HARD_STOP_FROM_ENTRY,S1_FAST,114%,Late,72.7%,14.5%,2.72%,Exhausted
IP.MI,Interpump,stock,Revolut,Euro,WAIT,WAIT,34.54,42.02,40.34,16.8%,Moderate,,28,28,0.29%,OFF,VALID,OFF,,Lower Quartile,2,77.8%,38.4,47.0,-0.177,0.242,,,36,72.2%,77.8%,6.37%,4935.40%,TRAILING_STOP,S5_COMBO,214%,Late,77.8%,15.6%,3.97%,Exhausted
MAP.MC,Mapfre,stock,Revolut,Euro,WAIT,WAIT,3.91,4.95,4.75,21.4%,Attractive,,10,10,0.26%,OFF,VALID,OFF,,Extended,1,75.0%,52.1,61.8,0.007,0.012,,,47,66.0%,80.0%,2.32%,982.27%,RSI_BAND_DROP,S5_COMBO,146%,Late,80.0%,16.0%,20.20%,Exhausted
MC.PA,MC,stock,Revolut,Euro,WAIT,WAIT,471.05,616.05,591.41,25.6%,Attractive,,12,12,-0.01%,OFF,VALID,OFF,,Lower Quartile,1,58.3%,35.5,39.9,-2.237,1.494,,,46,69.6%,55.6%,7.25%,2804.61%,TRAILING_STOP,S2_HOLD12_BUF,245%,Late,55.6%,11.1%,2.33%,Exhausted
MONY.L,Moneysupermarket,stock,Moneybase,GBP,WAIT,WAIT,1.51,2.39,2.29,52.2%,Attractive,,18,18,0.47%,OFF,VALID,OFF,,Lower Quartile,1,72.7%,35.0,38.8,-0.565,0.007,,,41,56.1%,50.0%,2.61%,655.07%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S0_BASE,75%,Mature,40.0%,16.0%,0.38%,Late Risk
MRK.DE,Merck,stock,Revolut,Euro,WAIT,WAIT,109.90,138.46,132.92,20.9%,Attractive,,20,20,2.14%,OFF,VALID,OFF,,Lower Quartile,2,85.7%,42.6,46.5,-0.335,0.484,,,56,76.8%,71.4%,4.51%,2989.82%,HARD_STOP_FROM_ENTRY,S1_FAST,151%,Late,71.4%,14.3%,3.51%,Exhausted
MSFT,MICROSOFT,stock,Revolut,USD,WAIT,WAIT,373.46,462.66,444.15,18.9%,Moderate,,27,27,1.11%,OFF,VALID,OFF,,Lower Quartile,2,81.8%,33.4,39.5,-0.219,0.801,,,43,69.8%,58.3%,5.41%,3737.67%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S2_HOLD12_BUF,51%,Mature,46.7%,30.4%,1.60%,Late Risk
MUV2.DE,CTS Eventim AG,stock,Revolut,Euro,WAIT,WAIT,540.40,78.74,75.59,-86.0%,Above Target,,43,43,0.19%,OFF,VALID,OFF,,Normal Range,2,72.2%,52.3,55.9,1.408,0.925,,,36,72.2%,66.7%,4.57%,1296.93%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S5_COMBO,69%,Mature,66.7%,43.4%,7.24%,Mid OK
NKE,Nike,stock,Revolut,USD,WAIT,WAIT,44.19,63.30,60.77,37.5%,Attractive,,20,20,-0.99%,OFF,NO,OFF,,Lower Quartile,1,80.0%,23.2,20.1,-0.484,-0.401,,Lower-low still forming (price still breaking down),40,77.5%,77.8%,5.11%,1258.45%,HARD_STOP_FROM_ENTRY,S12_RECOVERY,100%,Late,62.2%,12.4%,3.17%,Late Risk
NVDA,NVIDIA,stock,Revolut,USD,WAIT,WAIT,177.39,218.70,209.95,18.4%,Moderate,,18,18,0.93%,OFF,VALID,OFF,,Lower Quartile,2,81.8%,49.6,49.1,0.307,0.462,,,41,80.5%,85.7%,9.89%,271134.82%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S5_COMBO_BUF,125%,Late,85.7%,17.1%,22.60%,Exhausted
NXT.L,Sage,stock,Moneybase,GBP,WAIT,WAIT,129.50,10.63,10.20,-92.1%,Above Target,⭐,53,53,-0.15%,OFF,VALID,OFF,,Normal Range,1,68.8%,49.5,56.3,18.936,41.462,,,34,64.7%,66.7%,7.29%,1769.17%,HARD_STOP_FROM_ENTRY,S5_COMBO_BUF,46%,Mid,66.7%,56.7%,10.89%,Mid OK
OXIG.L,Intertek,stock,Moneybase,GBP,WAIT,WAIT,25.00,51.36,49.31,97.2%,Attractive,,8,8,-0.20%,OFF,NO,OFF,,Lower Quartile,1,66.7%,56.1,50.9,-4.226,5.461,,,47,78.7%,70.0%,6.74%,8422.94%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND,S8_DI_GUARD_BUF,171%,Late,42.0%,8.4%,1.36%,Exhausted
PIRC.MI,Pirelli & C,stock,Revolut,Euro,WAIT,WAIT,5.98,8.48,8.14,36.1%,Attractive,,21,21,-0.53%,OFF,VALID,OFF,,Normal Range,-1,42.9%,48.9,53.3,-0.001,0.014,,,17,64.7%,62.5%,4.91%,184.17%,TRAILING_STOP,S5_COMBO,210%,Late,62.5%,12.5%,6.73%,Exhausted
QCOM,Qualcomm,stock,Revolut,USD,WAIT,WAIT,126.80,174.47,167.49,32.1%,Attractive,,42,42,-0.38%,OFF,NO,OFF,,Lower Quartile,2,80.0%,30.3,33.9,-0.214,0.067,,Lower-low still forming (price still breaking down),38,71.1%,50.0%,3.35%,2284.52%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S5_COMBO,55%,Mature,50.0%,32.5%,1.03%,Mid OK
REY.MI,Reply,stock,Revolut,Euro,WAIT,WAIT,82.05,125.55,120.53,46.9%,Attractive,,3,3,0.18%,OFF,VALID,OFF,,Lower Quartile,-1,45.5%,29.8,43.3,-0.119,0.375,,,41,63.4%,20.0%,2.65%,9769.80%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S2_HOLD12_BUF,165%,Late,20.0%,4.0%,-2.75%,Exhausted
RI.PA,RI,stock,Revolut,Euro,WAIT,WAIT,63.02,77.45,74.35,18.0%,Moderate,,24,24,-0.88%,OFF,NO,OFF,,Lower Quartile,2,94.1%,30.1,36.3,-0.499,0.077,,Strong downtrend (ADX high & rising; -DI dominant),65,72.3%,69.2%,3.59%,1166.45%,TRAILING_STOP,S11_VOLATILE_FAST,386%,Late,69.2%,13.8%,0.73%,Exhausted
SAP.DE,SAP,stock,Revolut,Euro,WAIT,WAIT,148.86,183.99,176.63,18.7%,Moderate,,34,34,1.33%,OFF,NO,OFF,,Lower Quartile,0,53.3%,25.4,34.7,-0.501,0.305,,Strong downtrend (ADX high & rising; -DI dominant),58,65.5%,77.8%,2.78%,3703.22%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S8_DI_GUARD_BUF,491%,Late,62.2%,12.4%,10.59%,Exhausted
SGO.PA,SGO,stock,Revolut,Euro,WAIT,WAIT,70.52,90.92,87.28,23.8%,Attractive,,26,26,-2.30%,OFF,VALID,OFF,,Lower Quartile,0,64.3%,33.2,38.9,-0.337,0.173,,,53,69.8%,66.7%,2.56%,2903.98%,HARD_STOP_FROM_ENTRY,S3_HOLD16_BUF,126%,Late,66.7%,13.3%,9.92%,Exhausted
SHL.DE,Siemens Healthineers,stock,Revolut,Euro,WAIT,WAIT,36.39,43.58,41.84,15.0%,Moderate,,20,20,0.25%,OFF,VALID,OFF,,Lower Quartile,0,66.7%,28.6,30.5,-0.187,0.054,,,22,59.1%,58.3%,1.31%,84.35%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S12_RECOVERY,139%,Late,58.3%,11.7%,0.81%,Exhausted
SPI.L,Kainos Group,stock,Moneybase,GBP,WAIT,WAIT,1.45,10.37,9.96,586.6%,Attractive,,11,11,-1.36%,OFF,NO,OFF,,Lower Quartile,0,60.0%,31.3,31.3,-2.556,0.029,,Lower-low still forming (price still breaking down),37,67.6%,90.0%,2.83%,484.60%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S1_FAST,191%,Late,90.0%,18.0%,3.92%,Exhausted
SSPG.L,SSP Group,stock,Moneybase,GBP,WAIT,WAIT,1.82,2.32,2.23,22.0%,Attractive,,16,16,-0.44%,OFF,VALID,OFF,,Normal Range,1,77.8%,51.3,51.4,-0.353,0.630,,,38,78.9%,62.5%,2.82%,1401.15%,TRAILING_STOP,S6_TIGHT,131%,Late,62.5%,12.5%,0.34%,Exhausted
TEP.PA,TEP,stock,Revolut,Euro,WAIT,WAIT,49.15,79.69,76.50,55.7%,Attractive,,3,3,-0.71%,OFF,VALID,OFF,,Lower Quartile,2,71.4%,35.5,45.7,0.023,0.079,,Lower-low still forming (price still breaking down),56,67.9%,37.5%,4.78%,3151.17%,HARD_STOP_FROM_ENTRY,S1_FAST,114%,Late,37.5%,7.5%,-0.50%,Exhausted
UPS,United Parcel Service,stock,Revolut,USD,WAIT,WAIT,98.18,118.53,113.79,15.9%,Moderate,,24,24,0.28%,OFF,VALID,OFF,,Lower Quartile,2,100.0%,41.6,41.3,-0.392,0.252,,Lower-low still forming (price still breaking down),46,89.1%,90.9%,4.36%,2243.99%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND,S0_BASE,325%,Late,90.9%,18.2%,4.41%,Exhausted
WDAY,Workday,stock,Revolut,USD,WAIT,WAIT,132.26,280.59,269.37,103.7%,Attractive,,16,16,2.49%,OFF,VALID,OFF,,Lower Quartile,2,100.0%,30.8,44.1,0.118,0.536,,,32,65.6%,60.0%,9.57%,1731.10%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S12_RECOVERY,440%,Late,60.0%,12.0%,0.98%,Exhausted
XYZ,Block Inc,stock,Revolut,USD,WAIT,WAIT,59.78,71.62,68.76,15.0%,Moderate,⭐,45,45,0.40%,OFF,VALID,OFF,,Lower Quartile,2,71.4%,46.6,50.3,0.154,0.058,,Lower-low still forming (price still breaking down),28,71.4%,70.0%,9.39%,8437.49%,HARD_STOP_FROM_ENTRY,S2_HOLD12_BUF,80%,Late,70.0%,28.0%,8.97%,Late Risk
