Ticker,Name,Type,Platform,Currency,Status,Backtest State,Price,Target Price,Prudent Target,Prudent Upside %,Target Status,Priority,Priority Score,Opportunity Score,1D %,Golden,Silver,Silver Window,Breakout Level,Entry Zone,Zone Edge,Zone Win Rate %,Weekly RSI,Daily RSI,Weekly MACD Slope,Daily MACD Slope,Drawdown Overshoot,Blocker,Trades,Win Rate %,Win Rate last 3 Years,Median Return %,Compounded Return %,Latest Exit Reason,Strategy Used,Decision Window,2Y Strategy Return %,2Y Annualised %,Recent Strategy Health,Broken,Cycle Age %,Cycle Stage,Cycle Win Rate 3Y,Cycle Confidence %,Cycle Median Return 3Y,Cycle Edge
AKE.PA,Arkema,stock,Revolut,Euro,WATCH,IN_POS,61.60,62.11,59.63,-3.2%,Above Target,,16,16,1.23%,ON,VALID,OFF,,Extended,1,87.5%,56.5,64.1,0.469,0.240,,,60,70.0%,61.5%,2.65%,2706.96%,BACKTEST_END,S8_DI_GUARD_BUF,2Y,44.5%,20.2%,OK,,68%,Mature,36.9%,24.0%,1.20%,Late Risk
AMD,AMD,stock,Revolut,USD,WATCH,IN_POS,245.04,225.27,216.26,-11.7%,Above Target,,7,7,3.55%,ON,VALID,OFF,,Extended,2,77.8%,65.0,70.1,3.209,1.805,,,48,70.8%,83.3%,10.89%,623176.90%,BACKTEST_END,S8_DI_GUARD_BUF,2Y,211.3%,76.4%,OK,,104%,Late,86.7%,17.3%,16.75%,Exhausted
AMS.MC,Amadeus,stock,Revolut,Euro,WATCH,ARMED,49.26,65.74,63.11,28.1%,Attractive,⭐⭐⭐,95,95,-0.40%,ON,NO,OFF,50.48,Lower Quartile,0,58.8%,32.7,45.1,0.033,0.025,,,67,74.6%,83.3%,2.86%,2591.88%,TRAILING_STOP,S8_DI_GUARD_BUF,2Y,45.4%,20.6%,OK,,18%,Fresh,83.3%,83.3%,10.87%,Early Edge
BPCR.L,BioPharma Credit,stock,Moneybase,GBP,WATCH,IN_POS,0.94,0.91,0.87,-7.1%,Above Target,,17,17,0.00%,ON,VALID,OFF,,Normal Range,0,55.6%,56.6,53.1,0.000,0.000,,,19,52.6%,61.5%,0.47%,29.56%,BACKTEST_END,S6_TIGHT,2Y,20.6%,9.8%,BROKEN,YES,96%,Late,61.5%,12.3%,0.70%,Late Risk
EVK.DE,Evonik,stock,Revolut,Euro,WATCH,IN_POS,17.36,8.35,8.02,-53.8%,Above Target,,26,26,0.93%,ON,VALID,OFF,,Extended,0,66.7%,64.3,73.5,0.197,0.041,,,49,71.4%,71.4%,4.40%,1398.45%,BACKTEST_END,S1_FAST,2Y,121.4%,48.8%,OK,,93%,Late,71.4%,14.3%,6.28%,Late Risk
FISV,Fiserv,stock,Revolut,USD,WATCH,WATCH,56.09,93.03,89.31,59.2%,Attractive,⭐,48,48,-0.57%,ON,NO,OFF,,Lower Quartile,0,66.7%,30.0,44.1,0.397,0.074,,,58,77.6%,83.3%,4.78%,3101.10%,TRAILING_STOP,S8_DI_GUARD_BUF,2Y,49.7%,22.3%,OK,,74%,Mature,83.3%,33.3%,10.48%,Mid OK
FRA.DE,Fuchs Petrolub,stock,Revolut,Euro,WATCH,IN_POS,79.70,46.61,44.75,-43.9%,Above Target,⭐⭐,75,75,-0.44%,ON,VALID,OFF,,Normal Range,0,65.6%,57.4,57.8,0.178,0.210,,Lower-low still forming (price still breaking down),66,71.2%,85.7%,2.30%,1444.96%,BACKTEST_END,S1_FAST,2Y,110.9%,45.2%,OK,,18%,Fresh,83.3%,83.3%,5.60%,Early Edge
HBR.L,Harbour Energy,stock,Moneybase,GBP,WATCH,IN_POS,2.78,3.68,3.53,27.3%,Attractive,,21,21,0.65%,ON,NO,OFF,,Lower Quartile,-1,50.0%,63.2,48.9,-0.266,-1.130,,,14,57.1%,66.7%,4.15%,164.45%,BACKTEST_END,S2_HOLD12_BUF,2Y,121.6%,48.9%,OK,,363%,Late,66.7%,13.3%,6.23%,Exhausted
HYQ.DE,Hypoport SE,stock,Revolut,Euro,WATCH,IN_POS,80.85,117.04,112.36,39.0%,Attractive,⭐⭐,66,66,5.48%,ON,VALID,OFF,,Lower Quartile,1,64.3%,34.2,51.8,0.742,0.643,,,53,66.0%,57.1%,9.41%,265251.34%,BACKTEST_END,S2_HOLD12_BUF,2Y,117.4%,47.4%,OK,,14%,Fresh,63.6%,63.6%,2.22%,Mid OK
IQQY.DE,iShares Core MSCI Europe UCITS ETF EUR,etf,Revolut,Euro,WATCH,WAIT,38.17,,,,No Target,⭐,4,4,,,NO,,,ETF Pullback,,71.9%,,59.6,,0.259,0.01x [mild],"drawdown_macd_turn, rsi14=59.56, rsi_sup=56.40, dd20=0.000, dd_th=0.021, macd_improving",63,71.9%,71.9%,11.90%,10.11%,"drawdown_macd_turn, rsi14=59.56, rsi_sup=56.40, dd20=0.000, dd_th=0.021, macd_improving",,,,,,,,,,,,
MEL.MC,Melia Hotels,stock,Revolut,Euro,WATCH,IN_POS,10.76,13.47,12.93,20.2%,Attractive,,16,16,2.57%,ON,VALID,OFF,,Extended,1,75.0%,81.8,81.7,0.138,0.046,,,41,68.3%,80.0%,2.92%,2837.93%,BACKTEST_END,S4_WIDEATR,2Y,134.5%,53.1%,OK,,124%,Late,64.0%,12.8%,3.16%,Exhausted
ORCL,Oracle,stock,Revolut,USD,WATCH,ARMED,138.09,175.86,168.83,22.3%,Attractive,⭐⭐⭐,96,96,0.17%,ON,NO,OFF,153.90,Lower Quartile,1,78.6%,36.2,38.0,0.032,-0.240,,Lower-low still forming (price still breaking down),53,73.6%,90.0%,5.92%,4070.49%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S2_HOLD12_BUF,2Y,230.8%,81.9%,OK,,24%,Fresh,100.0%,100.0%,15.52%,Early Edge
PIRC.MI,Pirelli & C,stock,Revolut,Euro,WATCH,IN_POS,6.15,8.48,8.14,32.4%,Attractive,⭐⭐⭐,90,90,0.08%,ON,VALID,OFF,,Normal Range,1,76.9%,53.1,58.9,0.013,0.013,,,27,77.8%,85.7%,3.12%,297.80%,BACKTEST_END,S11_VOLATILE_FAST,2Y,63.6%,27.9%,OK,,18%,Fresh,90.0%,90.0%,7.65%,Early Edge
PUIG.MC,Puig Brands,stock,Revolut,Euro,WATCH,IN_POS,17.36,21.91,21.03,21.2%,Attractive,⭐⭐⭐,95,95,0.00%,ON,NO,OFF,,Limited history,0,,64.2,59.3,0.044,-0.014,,,2,100.0%,100.0%,9.68%,20.29%,BACKTEST_END,S0_BASE,2Y,,,,,19%,Fresh,100.0%,100.0%,9.68%,Early Edge
SGE.L,Sage,stock,Moneybase,GBP,WATCH,IN_POS,8.18,10.63,10.20,24.8%,Attractive,,16,16,-2.18%,ON,NO,OFF,,Lower Quartile,1,81.8%,33.9,42.0,1.388,-1.688,,Lower-low still forming (price still breaking down),44,68.2%,57.1%,4.68%,1914.05%,BACKTEST_END,S1_FAST,2Y,34.1%,15.8%,OK,,96%,Late,57.1%,11.4%,3.93%,Late Risk
TEP.PA,TEP,stock,Revolut,Euro,WATCH,IN_POS,49.57,79.69,76.50,54.3%,Attractive,⭐⭐⭐,95,95,-0.12%,ON,NO,OFF,,Lower Quartile,0,50.0%,36.3,47.1,0.109,0.061,,,55,70.9%,50.0%,4.70%,3122.72%,BACKTEST_END,S8_DI_GUARD,2Y,8.5%,4.2%,BROKEN,YES,18%,Fresh,83.3%,83.3%,8.51%,Early Edge
VTY.L,Vistry Group,stock,Moneybase,GBP,WATCH,IN_POS,3.40,5.81,5.58,64.1%,Attractive,⭐⭐,71,71,-0.64%,ON,VALID,OFF,,Lower Quartile,-1,45.5%,25.8,27.8,0.936,3.159,,,43,60.5%,55.6%,3.79%,1067.46%,BACKTEST_END,S5_COMBO,2Y,34.3%,15.9%,OK,,8%,Fresh,62.5%,62.5%,6.78%,Mid OK
XMEU.DE,Xtrackers MSCI Europe UCITS ETF 1C,etf,Revolut,Euro,WATCH,WAIT,111.60,,,,No Target,⭐⭐,5,5,,,NO,,,ETF Pullback,,80.7%,,59.4,,0.751,0.06x [mild],"drawdown_macd_turn, rsi14=59.38, rsi_sup=56.72, dd20=0.001, dd_th=0.023, macd_improving",62,80.7%,80.7%,15.12%,13.18%,"drawdown_macd_turn, rsi14=59.38, rsi_sup=56.72, dd20=0.001, dd_th=0.023, macd_improving",,,,,,,,,,,,
1ZAL.MI,Zalando SE,stock,Revolut,Euro,WAIT,WAIT,21.90,34.82,33.43,52.6%,Attractive,,29,29,-0.05%,OFF,VALID,OFF,,Limited history,0,,45.5,55.3,0.091,0.068,,,3,100.0%,100.0%,5.04%,17.27%,HARD_STOP_FROM_ENTRY,S0_BASE,2Y,17.3%,8.3%,BROKEN,YES,79%,Late,100.0%,40.0%,5.04%,Late Risk
ADBE,Adobe,stock,Revolut,USD,WAIT,WAIT,225.35,387.28,371.79,65.0%,Attractive,,29,29,-2.00%,OFF,NO,OFF,,Lower Quartile,2,90.0%,28.3,29.2,-1.237,-0.684,,Lower-low still forming (price still breaking down),38,81.6%,88.9%,5.35%,1963.63%,TRAILING_STOP,S12_COMPOUNDER_HOLD,2Y,26.8%,12.6%,OK,,84%,Late,88.9%,35.6%,6.36%,Late Risk
AMP.MI,Amplifon,stock,Revolut,Euro,WAIT,WAIT,9.20,13.81,13.26,44.2%,Attractive,,20,20,-1.01%,OFF,VALID,OFF,,Lower Quartile,1,78.6%,25.4,38.2,-0.042,0.043,,,55,83.6%,70.0%,4.55%,5155.94%,HARD_STOP_FROM_ENTRY,S1_FAST,2Y,9.2%,4.5%,BROKEN,YES,340%,Late,70.0%,14.0%,0.99%,Exhausted
BKNG,Booking,stock,Revolut,USD,WAIT,WAIT,173.46,5066.00,4863.36,2703.7%,Attractive,,16,16,-1.78%,OFF,NO,OFF,,Lower Quartile,0,53.3%,44.8,12.0,-30.191,46.070,,Lower-low still forming (price still breaking down),60,61.7%,66.7%,1.36%,6132.51%,TRAILING_STOP,S1_FAST,2Y,99.0%,41.1%,OK,,454%,Late,66.7%,13.3%,3.69%,Exhausted
BRE.MI,Freni Brembo,stock,Revolut,Euro,WAIT,WAIT,8.44,10.37,9.96,18.0%,Moderate,,19,19,0.90%,OFF,NO,OFF,,Lower Quartile,2,85.7%,42.5,47.7,-0.032,0.036,,,56,85.7%,80.0%,5.94%,10623.87%,TRAILING_STOP,S8_DI_GUARD_BUF,2Y,72.7%,31.4%,OK,,468%,Late,80.0%,16.0%,3.86%,Exhausted
CAP.PA,CAP,stock,Revolut,Euro,WAIT,WAIT,100.30,156.16,149.91,49.5%,Attractive,,16,16,1.91%,OFF,NO,OFF,,Lower Quartile,0,61.5%,35.5,44.5,-0.187,0.131,,,49,73.5%,81.8%,4.41%,2292.55%,TRAILING_STOP,S8_DI_GUARD,2Y,60.4%,26.6%,OK,,314%,Late,81.8%,16.4%,4.98%,Exhausted
CRM,Salesforce Inc,stock,Revolut,USD,WAIT,WAIT,164.96,194.00,186.24,12.9%,Moderate,⭐⭐,63,63,-3.45%,OFF,NO,OFF,,Lower Quartile,2,75.0%,29.7,27.8,-1.258,-1.047,,Lower-low still forming (price still breaking down),47,66.0%,71.4%,3.18%,3848.85%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S4_WIDEATR,2Y,53.0%,23.7%,OK,,21%,Fresh,66.7%,66.7%,6.01%,Mid OK
DLG.MI,De Longhi,stock,Revolut,Euro,WAIT,WAIT,33.94,37.54,36.04,6.2%,Near Target,,17,17,1.56%,OFF,VALID,OFF,,Normal Range,1,68.0%,49.3,57.0,-0.011,0.252,,,51,76.5%,75.0%,4.16%,9468.98%,HARD_STOP_FROM_ENTRY,S11_VOLATILE_FAST,2Y,51.3%,23.0%,OK,,218%,Late,60.0%,12.0%,0.90%,Exhausted
DSY.PA,DSY,stock,Revolut,Euro,WAIT,WAIT,16.82,25.75,24.72,47.0%,Attractive,,20,20,-0.65%,OFF,NO,OFF,,Lower Quartile,1,83.3%,27.9,38.5,-0.004,-0.010,,,48,81.2%,75.0%,5.09%,2334.77%,TRAILING_STOP,S1_FAST,2Y,23.1%,11.0%,BROKEN,YES,314%,Late,75.0%,15.0%,2.99%,Exhausted
DTE.DE,Deutsche Telekom AG,stock,Revolut,Euro,WAIT,WAIT,30.99,39.02,37.46,20.9%,Attractive,,16,16,-0.90%,OFF,NO,OFF,,Lower Quartile,2,87.5%,53.1,42.4,-0.067,-0.037,,,64,73.4%,84.6%,3.08%,3138.51%,TRAILING_STOP,S1_FAST,2Y,102.9%,42.4%,OK,,238%,Late,84.6%,16.9%,5.38%,Exhausted
DWS.DE,DWS Group GmbH & Co. KGaA,stock,Revolut,Euro,WAIT,WAIT,56.55,65.94,63.30,11.9%,Moderate,,21,21,0.71%,OFF,VALID,OFF,,Normal Range,2,84.6%,52.5,53.2,-0.016,0.133,,,27,77.8%,85.7%,6.38%,821.02%,HARD_STOP_FROM_ENTRY,S6_TIGHT,2Y,125.1%,50.0%,OK,,129%,Late,85.7%,17.1%,7.83%,Exhausted
EMG.L,Man Group,stock,Moneybase,GBP,WAIT,WAIT,2.49,3.18,3.05,22.6%,Attractive,,11,11,0.73%,OFF,NO,OFF,,Lower Quartile,2,78.6%,50.7,45.7,-1.116,-0.303,,,54,75.9%,81.8%,2.56%,2936.62%,TRAILING_STOP,S11_VOLATILE_FAST,2Y,75.6%,32.5%,OK,,754%,Late,81.8%,16.4%,1.65%,Exhausted
FDR.MC,Fluidra,stock,Revolut,Euro,WAIT,WAIT,20.86,24.71,23.72,13.7%,Moderate,,34,34,-0.67%,OFF,VALID,OFF,,Lower Quartile,1,66.7%,41.8,50.2,-0.016,0.065,,Lower-low still forming (price still breaking down),35,68.6%,88.9%,5.04%,3143.37%,HARD_STOP_FROM_ENTRY,S5_COMBO,2Y,85.5%,36.2%,OK,,83%,Late,88.9%,35.6%,6.41%,Late Risk
HEN3.DE,Henkel VZO,stock,Revolut,Euro,WAIT,WAIT,66.70,84.24,80.87,21.2%,Attractive,,11,11,-0.66%,OFF,VALID,OFF,,Lower Quartile,1,70.6%,40.8,37.8,-0.352,0.163,,,65,67.7%,80.0%,1.96%,1202.96%,TRAILING_STOP,S11_VOLATILE_FAST,2Y,44.8%,20.3%,OK,,343%,Late,80.0%,16.0%,2.39%,Exhausted
INTU,Intuit,stock,Revolut,USD,WAIT,WAIT,350.94,619.95,595.15,69.6%,Attractive,⭐⭐,71,71,-2.97%,OFF,NO,OFF,,Lower Quartile,0,44.4%,29.8,25.7,-4.060,-3.821,,Lower-low still forming (price still breaking down),33,72.7%,55.6%,11.70%,2750.67%,HARD_STOP_FROM_ENTRY,S5_COMBO_BUF,2Y,51.2%,23.0%,OK,,17%,Fresh,62.5%,62.5%,6.89%,Mid OK
IP.MI,Interpump,stock,Revolut,Euro,WAIT,WAIT,37.60,42.02,40.34,7.3%,Near Target,,12,12,3.30%,OFF,VALID,OFF,,Normal Range,0,65.2%,45.4,60.5,0.129,0.315,,,49,75.5%,90.0%,6.75%,6881.15%,TRAILING_STOP,S6_TIGHT,2Y,82.2%,35.0%,OK,,394%,Late,90.0%,18.0%,2.35%,Exhausted
ITRK.L,Intertek,stock,Moneybase,GBP,WAIT,WAIT,38.10,51.36,49.31,29.4%,Attractive,,20,20,1.06%,OFF,VALID,OFF,,Lower Quartile,1,71.4%,33.4,48.0,1.269,14.703,,,56,73.2%,76.9%,3.92%,2225.48%,HARD_STOP_FROM_ENTRY,S11_VOLATILE_FAST,2Y,62.2%,27.4%,OK,,193%,Late,76.9%,15.4%,3.87%,Exhausted
KNOS.L,Kainos Group,stock,Moneybase,GBP,WAIT,WAIT,7.54,10.37,9.96,32.1%,Attractive,,16,16,0.40%,OFF,NO,OFF,,Lower Quartile,0,50.0%,41.5,50.3,-0.439,0.812,,,24,66.7%,60.0%,5.16%,1998.59%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND,S12_RECOVERY,2Y,85.2%,36.1%,OK,,654%,Late,60.0%,12.0%,1.90%,Exhausted
KO,Coca-Cola Co,stock,Revolut,USD,WAIT,WAIT,77.47,72.46,69.56,-10.2%,Above Target,,17,17,-0.91%,OFF,VALID,OFF,,Normal Range,1,89.3%,57.9,54.1,0.011,0.066,,,56,80.4%,76.9%,2.93%,902.56%,TRAILING_STOP,S6_TIGHT,2Y,71.0%,30.8%,OK,,263%,Late,76.9%,15.4%,3.73%,Exhausted
MC.PA,MC,stock,Revolut,Euro,WAIT,WAIT,483.30,616.05,591.41,22.4%,Attractive,,12,12,-0.13%,OFF,VALID,OFF,,Lower Quartile,1,63.6%,38.6,48.9,-0.471,1.392,,,43,67.4%,50.0%,4.70%,2328.25%,RSI_BAND_DROP,S4_WIDEATR,2Y,86.3%,36.5%,OK,,496%,Late,50.0%,10.0%,1.05%,Exhausted
MRK.DE,Merck,stock,Revolut,Euro,WAIT,WAIT,111.85,138.46,132.92,18.8%,Moderate,,24,24,0.40%,OFF,VALID,OFF,,Lower Quartile,2,84.6%,44.9,51.1,-0.074,0.353,,,52,76.9%,69.2%,4.47%,3425.71%,HARD_STOP_FROM_ENTRY,S6_TIGHT,2Y,47.2%,21.3%,OK,,145%,Late,69.2%,13.8%,3.21%,Exhausted
MSFT,MICROSOFT,stock,Revolut,USD,WAIT,WAIT,370.87,462.66,444.15,19.8%,Moderate,,19,19,-0.59%,OFF,NO,OFF,,Lower Quartile,2,92.3%,32.8,38.3,-0.109,0.406,,,49,79.6%,90.0%,3.59%,4596.18%,RSI_BAND_DROP,S8_DI_GUARD_BUF,2Y,63.7%,27.9%,OK,,114%,Late,90.0%,18.0%,3.17%,Exhausted
NKE,Nike,stock,Revolut,USD,WAIT,WAIT,42.62,63.30,60.77,42.6%,Attractive,,16,16,-3.14%,OFF,NO,OFF,,Lower Quartile,1,80.0%,21.9,22.8,-0.449,-0.067,,Lower-low still forming (price still breaking down),40,77.5%,77.8%,5.11%,1258.45%,HARD_STOP_FROM_ENTRY,S12_RECOVERY,2Y,31.4%,14.6%,OK,,116%,Late,62.2%,12.4%,3.17%,Exhausted
QCOM,Qualcomm,stock,Revolut,USD,WAIT,WAIT,128.06,174.47,167.49,30.8%,Attractive,,16,16,0.24%,OFF,VALID,OFF,,Lower Quartile,1,78.6%,32.2,41.8,0.029,0.266,,,55,80.0%,82.4%,3.81%,6585.34%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S1_FAST,2Y,100.8%,41.7%,OK,,119%,Late,69.4%,13.9%,2.98%,Exhausted
REP.MC,Repsol,stock,Revolut,Euro,WAIT,WAIT,21.60,29.61,28.43,31.6%,Attractive,,25,25,-5.76%,OFF,NO,OFF,,Lower Quartile,0,58.8%,64.8,44.7,-0.098,-0.213,,,66,65.2%,73.3%,1.84%,1737.90%,TRAILING_STOP,S11_VOLATILE_FAST,2Y,191.7%,70.8%,OK,,357%,Late,73.3%,14.7%,6.02%,Exhausted
