Ticker,Name,Type,Platform,Currency,Status,Backtest State,Price,Target Price,Prudent Target,Prudent Upside %,Target Status,Priority,Priority Score,1D %,Golden,Silver,Silver Window,Breakout Level,Entry Zone,Zone Edge,Zone Win Rate %,Weekly RSI,Daily RSI,Weekly MACD Slope,Daily MACD Slope,Blocker,Trades,Win Rate %,Win Rate last 3 Years,Median Return %,Compounded Return %,Latest Exit Reason
AMP.MI,Amplifon,stock,Revolut,Euro,WAIT,WAIT,8.40,13.81,13.26,57.8%,Attractive,⭐⭐⭐,12,0.36%,OFF,NO,OFF,,Lower Quartile,1,72.7%,18.1,21.4,-0.189,0.003,Strong downtrend (ADX high & rising; -DI dominant),44,79.5%,70.0%,4.74%,3848.31%,HARD_STOP_FROM_ENTRY
AMS.MC,Amadeus,stock,Revolut,Euro,WAIT,WAIT,49.53,68.28,65.55,32.3%,Attractive,⭐⭐⭐,12,0.69%,OFF,NO,OFF,,Lower Quartile,1,72.7%,32.2,40.2,-0.081,-0.073,Lower-low still forming (price still breaking down),43,74.4%,77.8%,2.55%,930.89%,TREND_BREAK_MA40_TWO_NEG_SLOPE
BC8.DE,Bechtle AG,stock,Revolut,Euro,WAIT,WAIT,26.44,39.49,37.91,43.4%,Attractive,⭐⭐⭐,10,2.64%,OFF,NO,OFF,,Lower Quartile,2,80.0%,27.8,20.4,-0.784,-0.197,Lower-low still forming (price still breaking down),39,64.1%,50.0%,4.04%,5658.97%,HARD_STOP_FROM_ENTRY
BRE.MI,Freni Brembo,stock,Revolut,Euro,WAIT,WAIT,7.64,10.93,10.49,37.3%,Attractive,⭐⭐⭐,13,2.21%,OFF,NO,OFF,,Lower Quartile,2,83.3%,33.2,24.5,-0.136,-0.021,Lower-low still forming (price still breaking down),45,80.0%,75.0%,5.04%,5495.27%,TRAILING_STOP
CAH,Cardinal Health,stock,Revolut,USD,WAIT,WAIT,206.40,257.10,246.82,19.6%,Moderate,⭐⭐⭐,12,-0.69%,OFF,NO,OFF,,Lower Quartile,1,78.6%,47.6,35.2,-1.319,-0.576,Lower-low still forming (price still breaking down),53,79.2%,87.5%,4.60%,4423.55%,RSI_BAND_DROP
CAP.PA,CAP,stock,Revolut,Euro,WAIT,WAIT,98.24,173.33,166.40,69.4%,Attractive,⭐⭐⭐,9,-0.34%,OFF,NO,OFF,,Lower Quartile,0,63.6%,31.5,31.0,-0.794,-0.241,Strong downtrend (ADX high & rising; -DI dominant),44,70.5%,45.5%,3.29%,1723.88%,TRAILING_STOP
CBH.F,Coloplast,stock,Revolut,Euro,WAIT,WAIT,5.50,82.67,79.36,1343.0%,Attractive,⭐⭐⭐,11,-1.79%,OFF,NO,OFF,,Lower Quartile,1,75.0%,24.1,30.8,-0.043,-0.014,Lower-low still forming (price still breaking down),13,69.2%,75.0%,2.86%,68.10%,TREND_BREAK_MA40_TWO_NEG_SLOPE
DHL.DE,Deutsche Post,stock,Revolut,Euro,WAIT,WAIT,44.55,55.05,52.85,18.6%,Moderate,⭐⭐⭐,10,1.27%,OFF,NO,OFF,,Lower Quartile,2,100.0%,48.4,38.8,-0.273,0.006,Lower-low still forming (price still breaking down),31,80.6%,77.8%,7.99%,1265.18%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND
DIA.MI,Diasorin,stock,Revolut,Euro,WAIT,WAIT,55.62,78.62,75.48,35.7%,Attractive,⭐⭐⭐,9,-12.77%,OFF,NO,OFF,,Lower Quartile,0,69.2%,27.8,18.4,-0.839,-0.643,Lower-low still forming (price still breaking down),49,57.1%,53.8%,3.60%,1241.93%,TREND_BREAK_MA40_TWO_NEG_SLOPE
DLG.MI,De Longhi,stock,Revolut,Euro,WAIT,WAIT,30.00,41.52,39.86,32.9%,Attractive,⭐⭐⭐,12,1.90%,OFF,NO,OFF,,Lower Quartile,1,63.6%,36.1,25.0,-0.508,-0.099,Lower-low still forming (price still breaking down),44,65.9%,70.0%,4.33%,4734.29%,TRAILING_STOP
DSY.PA,DSY,stock,Revolut,Euro,WAIT,WAIT,17.00,26.84,25.77,51.5%,Attractive,⭐⭐⭐,13,-1.13%,OFF,NO,OFF,,Lower Quartile,1,72.7%,24.4,31.4,-0.062,-0.037,Lower-low still forming (price still breaking down),41,80.5%,80.0%,5.53%,1626.83%,TRAILING_STOP
DTE.DE,Deutsche Telekom AG,stock,Revolut,Euro,WAIT,WAIT,31.54,39.32,37.75,19.7%,Moderate,⭐⭐⭐,13,-0.25%,OFF,NO,OFF,,Lower Quartile,2,86.7%,56.2,44.3,-0.016,-0.110,Lower-low still forming (price still breaking down),59,69.5%,81.8%,2.48%,1999.19%,TRAILING_STOP
DWS.DE,DWS Group GmbH & Co. KGaA,stock,Revolut,Euro,WAIT,WAIT,53.45,71.47,68.61,28.4%,Attractive,⭐⭐⭐,13,0.00%,OFF,NO,OFF,,Lower Quartile,2,100.0%,45.4,36.2,-0.426,-0.045,Lower-low still forming (price still breaking down),19,84.2%,100.0%,12.22%,681.12%,TRAILING_STOP
EMG.L,Man Group,stock,Moneybase,GBP,WAIT,WAIT,2.43,3.18,3.05,25.8%,Attractive,⭐⭐⭐,12,0.41%,OFF,NO,OFF,,Lower Quartile,2,72.7%,46.9,37.5,-1.873,-0.577,Lower-low still forming (price still breaking down),44,68.2%,66.7%,2.26%,2430.11%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND
EN.PA,EN,stock,Revolut,Euro,WAIT,WAIT,49.30,60.13,57.72,17.1%,Moderate,⭐⭐⭐,9,1.07%,OFF,NO,OFF,,Lower Quartile,0,64.3%,63.4,48.4,-0.098,-0.053,Lower-low still forming (price still breaking down),55,70.9%,63.6%,1.67%,1297.21%,TRAILING_STOP
FDR.MC,Fluidra,stock,Revolut,Euro,WAIT,WAIT,19.50,25.56,24.54,25.8%,Attractive,⭐⭐⭐,11,3.83%,OFF,NO,OFF,,Lower Quartile,1,63.6%,34.3,28.6,-0.196,0.032,Lower-low still forming (price still breaking down),41,63.4%,64.3%,4.14%,3716.12%,HARD_STOP_FROM_ENTRY
FME.DE,Fresenius Medical Care,stock,Revolut,Euro,WAIT,WAIT,37.47,56.81,54.54,45.6%,Attractive,⭐⭐⭐,11,-0.72%,OFF,NO,OFF,,Lower Quartile,0,58.3%,37.7,35.6,-0.101,-0.124,Lower-low still forming (price still breaking down),45,71.1%,70.0%,2.42%,639.63%,TRAILING_STOP
GEST.MC,Gestamp Automocion,stock,Revolut,Euro,WAIT,WAIT,3.03,3.75,3.60,18.9%,Moderate,⭐⭐⭐,8,3.06%,OFF,NO,OFF,,Lower Quartile,2,71.4%,47.3,47.1,-0.003,0.005,Lower-low still forming (price still breaking down),28,53.6%,45.5%,0.88%,287.80%,TREND_BREAK_MA40_TWO_NEG_SLOPE
GNN.F,GN Store Nord,stock,Revolut,Euro,WAIT,WAIT,12.74,16.28,15.63,22.7%,Attractive,⭐⭐⭐,11,0.95%,OFF,NO,OFF,,Lower Quartile,1,75.0%,44.1,49.4,0.003,0.002,,47,72.3%,61.5%,5.11%,6419.06%,HARD_STOP_FROM_ENTRY
GRF.MC,Grifols,stock,Revolut,Euro,WAIT,WAIT,8.81,12.48,11.98,36.0%,Attractive,⭐⭐⭐,10,0.57%,OFF,NO,OFF,,Lower Quartile,-1,46.2%,28.7,24.6,-0.091,-0.011,Lower-low still forming (price still breaking down),51,66.7%,66.7%,3.82%,4837.95%,HARD_STOP_FROM_ENTRY
HYQ.DE,Hypoport SE,stock,Revolut,Euro,WAIT,WAIT,76.40,117.04,112.36,47.1%,Attractive,⭐⭐⭐,10,-0.65%,OFF,NO,OFF,,Lower Quartile,1,58.3%,28.0,35.4,-0.427,-0.243,Lower-low still forming (price still breaking down),48,62.5%,50.0%,6.45%,89908.24%,HARD_STOP_FROM_ENTRY
IP.MI,Interpump,stock,Revolut,Euro,WAIT,WAIT,32.02,41.97,40.29,25.8%,Attractive,⭐⭐⭐,13,3.36%,OFF,NO,OFF,,Lower Quartile,2,90.0%,31.7,30.0,-0.498,0.081,Lower-low still forming (price still breaking down),38,78.9%,88.9%,6.90%,5973.35%,TRAILING_STOP
IQQY.DE,iShares Core MSCI Europe UCITS ETF EUR,etf,Revolut,Euro,WAIT,WAIT,35.81,,,,No Target,⭐⭐⭐,9,0.67%,OFF,NO,OFF,,Lower Quartile,1,85.7%,42.7,32.5,-0.233,-0.064,Lower-low still forming (price still breaking down),56,76.8%,70.0%,2.24%,588.06%,TRAILING_STOP
KNOS.L,Kainos Group,stock,Moneybase,GBP,WAIT,WAIT,7.33,10.75,10.32,40.9%,Attractive,⭐⭐⭐,10,0.83%,OFF,NO,OFF,,Lower Quartile,2,75.0%,37.8,41.7,-4.694,-0.825,Lower-low still forming (price still breaking down),31,61.3%,53.8%,5.24%,1191.50%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND
MAP.MC,Mapfre,stock,Revolut,Euro,WAIT,WAIT,3.69,4.73,4.54,22.9%,Attractive,⭐⭐⭐,14,0.98%,OFF,NO,OFF,,Lower Quartile,1,73.3%,43.7,42.5,-0.013,0.004,Lower-low still forming (price still breaking down),57,71.9%,85.7%,2.52%,1345.41%,RSI_BAND_DROP
MC.PA,MC,stock,Revolut,Euro,WAIT,WAIT,466.60,632.78,607.47,30.2%,Attractive,⭐⭐⭐,11,1.89%,OFF,NO,OFF,,Lower Quartile,2,83.3%,33.9,30.4,-3.903,0.355,Lower-low still forming (price still breaking down),48,70.8%,55.6%,4.85%,3672.13%,RSI_BAND_DROP
MONY.L,Moneysupermarket,stock,Moneybase,GBP,WAIT,WAIT,1.55,2.96,2.84,83.1%,Attractive,⭐⭐⭐,9,-1.77%,OFF,NO,OFF,,Lower Quartile,0,63.6%,37.2,37.5,-0.430,-0.609,Lower-low still forming (price still breaking down),41,56.1%,50.0%,2.61%,663.83%,TREND_BREAK_MA40_TWO_NEG_SLOPE
MRK.DE,Merck,stock,Revolut,Euro,WAIT,WAIT,102.80,135.51,130.09,26.5%,Attractive,⭐⭐⭐,9,-1.20%,OFF,NO,OFF,,Lower Quartile,0,54.5%,35.6,27.1,-1.311,-0.264,Lower-low still forming (price still breaking down),44,65.9%,53.8%,6.45%,2429.85%,HARD_STOP_FROM_ENTRY
MSFT,MICROSOFT,stock,Revolut,USD,WAIT,WAIT,383.00,475.11,456.11,19.1%,Moderate,⭐⭐⭐,12,0.30%,OFF,NO,OFF,,Lower Quartile,2,83.3%,31.0,33.3,-0.228,-0.486,,46,76.1%,80.0%,6.33%,3803.67%,TREND_BREAK_MA40_TWO_NEG_SLOPE
NEXI.MI,Nexi,stock,Revolut,Euro,WAIT,WAIT,2.90,3.94,3.78,30.4%,Attractive,⭐⭐⭐,9,1.97%,OFF,VALID,OFF,,Lower Quartile,0,60.0%,31.7,41.0,-0.003,0.009,Lower-low still forming (price still breaking down),20,70.0%,69.2%,3.65%,116.23%,HARD_STOP_FROM_ENTRY
NKT.SG,NKT Holding,stock,Revolut,Euro,WAIT,WAIT,104.80,128.27,123.14,17.5%,Moderate,⭐⭐⭐,10,2.04%,OFF,NO,OFF,,Lower Quartile,2,100.0%,53.5,44.8,-0.750,-0.052,Lower-low still forming (price still breaking down),12,75.0%,75.0%,7.78%,294.37%,RSI_BAND_DROP
NOV.DE,Novo Nordisk B,stock,Revolut,Euro,WAIT,WAIT,31.59,55.19,52.98,67.7%,Attractive,⭐⭐⭐,11,-0.33%,OFF,NO,OFF,,Lower Quartile,1,61.5%,33.9,31.5,-0.362,0.054,Lower-low still forming (price still breaking down),50,70.0%,40.0%,2.97%,2169.13%,TRAILING_STOP
P911.DE,Dr Ing hc F Porsche Prf,stock,Revolut,Euro,WAIT,WAIT,37.31,49.86,47.87,28.3%,Attractive,⭐⭐⭐,8,2.75%,OFF,NO,OFF,,Lower Quartile,0,50.0%,34.0,41.1,-0.276,0.080,Lower-low still forming (price still breaking down),7,28.6%,28.6%,-1.05%,0.85%,HARD_STOP_FROM_ENTRY
PIRC.MI,Pirelli & C,stock,Revolut,Euro,WAIT,WAIT,5.71,7.89,7.57,32.7%,Attractive,⭐⭐⭐,11,2.77%,OFF,NO,OFF,,Lower Quartile,2,100.0%,41.5,40.6,-0.026,0.008,Lower-low still forming (price still breaking down),20,70.0%,63.6%,4.94%,191.19%,TRAILING_STOP
QCOM,Qualcomm,stock,Revolut,USD,WAIT,WAIT,128.35,174.55,167.57,30.6%,Attractive,⭐⭐⭐,12,-1.19%,OFF,NO,OFF,,Lower Quartile,1,83.3%,31.2,31.2,-0.262,-0.031,Lower-low still forming (price still breaking down),46,84.8%,78.6%,4.27%,6659.13%,TREND_BREAK_MA40_TWO_NEG_SLOPE
RAT.L,Rathbones,stock,Moneybase,GBP,WAIT,WAIT,20.15,26.89,25.81,28.1%,Attractive,⭐⭐⭐,11,-0.49%,OFF,NO,OFF,,Lower Quartile,1,75.0%,44.2,37.6,-10.818,-2.288,Lower-low still forming (price still breaking down),45,75.6%,62.5%,2.78%,886.71%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND
SAN.PA,SAN,stock,Revolut,Euro,WAIT,WAIT,76.83,113.44,108.90,41.7%,Attractive,⭐⭐⭐,14,-1.23%,OFF,NO,OFF,,Lower Quartile,1,100.0%,41.0,43.5,-0.055,0.014,,54,79.6%,90.9%,3.31%,1039.66%,TRAILING_STOP
SN.L,Smith & Nephew,stock,Moneybase,GBP,WAIT,WAIT,11.88,15.04,14.44,21.6%,Attractive,⭐⭐⭐,13,-1.08%,OFF,NO,OFF,,Lower Quartile,0,69.2%,39.2,32.5,-6.922,-3.355,Lower-low still forming (price still breaking down),52,73.1%,91.7%,3.49%,1253.69%,RSI_BAND_DROP
SSPG.L,SSP Group,stock,Moneybase,GBP,WAIT,WAIT,1.77,2.36,2.27,28.1%,Attractive,⭐⭐⭐,10,2.97%,OFF,NO,OFF,,Lower Quartile,2,70.0%,48.3,41.6,-1.070,0.226,Lower-low still forming (price still breaking down),38,63.2%,46.7%,1.49%,477.57%,HARD_STOP_FROM_ENTRY
T2V1.F,Tryg,stock,Revolut,Euro,WAIT,WAIT,20.30,28.15,27.02,33.1%,Attractive,⭐⭐⭐,13,-1.74%,OFF,NO,OFF,,Lower Quartile,1,83.3%,45.9,46.4,0.013,-0.020,Lower-low still forming (price still breaking down),45,84.4%,83.3%,3.57%,774.64%,TRAILING_STOP
TEP.PA,TEP,stock,Revolut,Euro,WAIT,WAIT,49.51,83.81,80.46,62.5%,Attractive,⭐⭐⭐,10,-3.11%,OFF,NO,OFF,,Lower Quartile,2,70.0%,33.6,40.7,-0.063,-0.130,Lower-low still forming (price still breaking down),39,66.7%,42.9%,8.08%,2833.92%,HARD_STOP_FROM_ENTRY
TRE.MC,Tecnicas Reunidas,stock,Revolut,Euro,WAIT,WAIT,30.08,34.93,33.53,11.5%,Moderate,⭐⭐⭐,10,5.99%,OFF,NO,OFF,,Lower Quartile,2,71.4%,52.7,48.1,-0.179,0.143,,55,61.8%,50.0%,1.63%,2277.65%,TRAILING_STOP
UPS,United Parcel Service,stock,Revolut,USD,WAIT,WAIT,97.67,118.21,113.48,16.2%,Moderate,⭐⭐⭐,12,1.89%,OFF,NO,OFF,,Lower Quartile,2,100.0%,39.9,32.2,-0.627,0.131,,45,88.9%,100.0%,4.41%,2119.39%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND
VUAA.MI,Vanguard S&P 500 UCITS ETF USD Accumulation,etf,Revolut,Euro,WAIT,WAIT,109.44,,,,No Target,⭐⭐,7,0.27%,OFF,NO,OFF,,Lower Quartile,1,100.0%,45.8,35.7,-0.355,-0.126,Lower-low still forming (price still breaking down),12,75.0%,71.4%,3.14%,107.29%,TRAILING_STOP
WDH.F,Demant,stock,Revolut,Euro,WAIT,WAIT,11.80,34.35,32.98,179.5%,Attractive,⭐⭐⭐,11,-1.67%,OFF,NO,OFF,,Lower Quartile,0,100.0%,36.1,41.7,-0.034,-0.023,Lower-low still forming (price still breaking down),8,87.5%,87.5%,1.56%,61.40%,HARD_STOP_FROM_ENTRY
XAD5.MI,Xtrackers Physical Gold ETC (EUR,etf,Moneybase,Euro,WAIT,WAIT,360.55,,,,No Target,⭐⭐⭐,9,-5.18%,OFF,NO,OFF,,Lower Quartile,1,91.7%,54.9,26.7,-3.619,-3.643,Lower-low still forming (price still breaking down),46,78.3%,90.0%,3.21%,530.72%,TRAILING_STOP
XMEU.DE,Xtrackers MSCI Europe UCITS ETF 1C,etf,Revolut,Euro,WAIT,WAIT,104.84,,,,No Target,⭐⭐⭐,9,0.79%,OFF,NO,OFF,,Lower Quartile,1,76.9%,44.7,33.0,-0.683,-0.188,Lower-low still forming (price still breaking down),51,78.4%,72.7%,2.63%,699.26%,TRAILING_STOP
